0.0329613,0.24529037,0.7212042,0.27467772,0.2644196,0.12814745,0.09527343,0.7487539
0.037490923,0.24656808,0.7213922,0.27638325,0.26571003,0.12888575,0.10117731,0.74883336
0.042040415,0.24783048,0.7215982,0.27808002,0.26699296,0.12962106,0.10704171,0.74890906
0.04661527,0.24909392,0.7215561,0.2797758,0.26826835,0.13035852,0.11289732,0.7488639
0.051184982,0.25035366,0.7215206,0.28146762,0.26954132,0.13109547,0.11873318,0.7488188
0.055750336,0.25162834,0.7215019,0.28315553,0.27081195,0.1318466,0.124462776,0.74877393
0.060311176,0.25290644,0.72148883,0.28483945,0.27208018,0.13260196,0.13014482,0.74872917
0.0648669,0.25418246,0.7214757,0.2865193,0.27334607,0.13335675,0.13580683,0.74868464
0.06941725,0.2554564,0.7214627,0.28819507,0.27460963,0.13411099,0.14144805,0.7486403
0.073961765,0.2567282,0.7214498,0.28986683,0.2758708,0.1348646,0.14706767,0.7485961
0.078441605,0.25800282,0.7214418,0.2915394,0.2771345,0.13562188,0.15266493,0.74855214
0.082869425,0.25927916,0.7214379,0.2932116,0.27839974,0.13638183,0.15823913,0.74850833
0.08729053,0.26055333,0.72143394,0.29487976,0.27966246,0.1371412,0.16378951,0.7484648
0.09163314,0.26183143,0.7214362,0.29654977,0.28092897,0.13790512,0.16931534,0.7484214
0.0959681,0.2631074,0.7214385,0.29821226,0.2821934,0.13866839,0.17481601,0.7483787
0.10029613,0.26438114,0.72144115,0.29985744,0.28345656,0.139431,0.18029076,0.7483375
0.10461613,0.2656527,0.7214438,0.3014984,0.28471735,0.1401928,0.18573895,0.7482967
0.10892766,0.26692197,0.72144663,0.303135,0.28597566,0.14095393,0.19116,0.7482561
0.11323036,0.2681893,0.72144973,0.30476746,0.28723165,0.14171445,0.19655749,0.74821573
0.117511615,0.2694572,0.72145575,0.306397,0.28848657,0.14247663,0.20194802,0.7481756
0.1217136,0.2707306,0.72146994,0.30803,0.2897469,0.14324483,0.20730945,0.7481359
0.12590691,0.27200168,0.72148407,0.30965868,0.29100603,0.14400792,0.21264231,0.7480979
0.13009566,0.2732704,0.72149837,0.31128293,0.29226962,0.14474449,0.21795183,0.7480686
0.1343213,0.27453485,0.72151077,0.31290078,0.2935287,0.14547859,0.22323048,0.74803954
